Size,Latency(us),Benchmark
4096,35.45,latency-2-nodes-baremetal-pre-CNI
8192,39.49,latency-2-nodes-baremetal-pre-CNI
16384,43.05,latency-2-nodes-baremetal-pre-CNI
32768,51.65,latency-2-nodes-baremetal-pre-CNI
65536,70.09,latency-2-nodes-baremetal-pre-CNI
131072,95.23,latency-2-nodes-baremetal-pre-CNI
262144,220.73,latency-2-nodes-baremetal-pre-CNI
524288,524.11,latency-2-nodes-baremetal-pre-CNI
1048576,1098.03,latency-2-nodes-baremetal-pre-CNI
2097152,2373.77,latency-2-nodes-baremetal-pre-CNI
4194304,6135.19,latency-2-nodes-baremetal-pre-CNI
2,30.67,latency-2-nodes-baremetal-pre-CNI
4,35.42,latency-2-nodes-baremetal-pre-CNI
8,34.41,latency-2-nodes-baremetal-pre-CNI
16,33.63,latency-2-nodes-baremetal-pre-CNI
32,34.8,latency-2-nodes-baremetal-pre-CNI
64,33.66,latency-2-nodes-baremetal-pre-CNI
128,35.35,latency-2-nodes-baremetal-pre-CNI
256,36.4,latency-2-nodes-baremetal-pre-CNI
512,35.38,latency-2-nodes-baremetal-pre-CNI
1024,36.95,latency-2-nodes-baremetal-pre-CNI
2048,48.21,latency-2-nodes-baremetal-pre-CNI
4096,50.82,latency-2-nodes-baremetal-pre-CNI
8192,54.17,latency-2-nodes-baremetal-pre-CNI
16384,60.9,latency-2-nodes-baremetal-pre-CNI
32768,74.1,latency-2-nodes-baremetal-pre-CNI
65536,98.86,latency-2-nodes-baremetal-pre-CNI
131072,134.65,latency-2-nodes-baremetal-pre-CNI
262144,307.86,latency-2-nodes-baremetal-pre-CNI
524288,695.8,latency-2-nodes-baremetal-pre-CNI
1048576,1498.65,latency-2-nodes-baremetal-pre-CNI
2097152,2972.94,latency-2-nodes-baremetal-pre-CNI
4194304,5981.81,latency-2-nodes-baremetal-pre-CNI
2,30.69,latency-2-nodes-baremetal-pre-CNI
4,33.69,latency-2-nodes-baremetal-pre-CNI
8,34.08,latency-2-nodes-baremetal-pre-CNI
16,34.62,latency-2-nodes-baremetal-pre-CNI
32,34.84,latency-2-nodes-baremetal-pre-CNI
64,35.48,latency-2-nodes-baremetal-pre-CNI
128,34.69,latency-2-nodes-baremetal-pre-CNI
256,34.12,latency-2-nodes-baremetal-pre-CNI
512,35.47,latency-2-nodes-baremetal-pre-CNI
1024,34.74,latency-2-nodes-baremetal-pre-CNI
2048,49.61,latency-2-nodes-baremetal-pre-CNI
4096,49.89,latency-2-nodes-baremetal-pre-CNI
8192,53.85,latency-2-nodes-baremetal-pre-CNI
16384,60.54,latency-2-nodes-baremetal-pre-CNI
32768,73.77,latency-2-nodes-baremetal-pre-CNI
65536,99.6,latency-2-nodes-baremetal-pre-CNI
131072,135.63,latency-2-nodes-baremetal-pre-CNI
262144,297.66,latency-2-nodes-baremetal-pre-CNI
524288,706.99,latency-2-nodes-baremetal-pre-CNI
1048576,1481.49,latency-2-nodes-baremetal-pre-CNI
2097152,3028.03,latency-2-nodes-baremetal-pre-CNI
4194304,6125.75,latency-2-nodes-baremetal-pre-CNI
2,33.18,latency-2-nodes-baremetal-pre-CNI
4,32.87,latency-2-nodes-baremetal-pre-CNI
8,34.5,latency-2-nodes-baremetal-pre-CNI
16,34.62,latency-2-nodes-baremetal-pre-CNI
32,35.06,latency-2-nodes-baremetal-pre-CNI
64,35.77,latency-2-nodes-baremetal-pre-CNI
128,33.97,latency-2-nodes-baremetal-pre-CNI
256,34.19,latency-2-nodes-baremetal-pre-CNI
512,36.43,latency-2-nodes-baremetal-pre-CNI
1024,35.57,latency-2-nodes-baremetal-pre-CNI
2048,48.82,latency-2-nodes-baremetal-pre-CNI
4096,48.67,latency-2-nodes-baremetal-pre-CNI
8192,55.18,latency-2-nodes-baremetal-pre-CNI
16384,58.62,latency-2-nodes-baremetal-pre-CNI
32768,72.27,latency-2-nodes-baremetal-pre-CNI
65536,96.71,latency-2-nodes-baremetal-pre-CNI
131072,137.04,latency-2-nodes-baremetal-pre-CNI
262144,302.08,latency-2-nodes-baremetal-pre-CNI
524288,709.84,latency-2-nodes-baremetal-pre-CNI
1048576,1474.28,latency-2-nodes-baremetal-pre-CNI
2097152,3004.09,latency-2-nodes-baremetal-pre-CNI
4194304,6086.71,latency-2-nodes-baremetal-pre-CNI
2,29.59,latency-2-nodes-baremetal-pre-CNI
4,34.02,latency-2-nodes-baremetal-pre-CNI
8,34.5,latency-2-nodes-baremetal-pre-CNI
16,32.49,latency-2-nodes-baremetal-pre-CNI
32,33.76,latency-2-nodes-baremetal-pre-CNI
64,34.54,latency-2-nodes-baremetal-pre-CNI
128,35.7,latency-2-nodes-baremetal-pre-CNI
256,35.04,latency-2-nodes-baremetal-pre-CNI
512,36.27,latency-2-nodes-baremetal-pre-CNI
1024,35.47,latency-2-nodes-baremetal-pre-CNI
2048,48.95,latency-2-nodes-baremetal-pre-CNI
4096,51.88,latency-2-nodes-baremetal-pre-CNI
8192,54.27,latency-2-nodes-baremetal-pre-CNI
16384,60.67,latency-2-nodes-baremetal-pre-CNI
32768,73.86,latency-2-nodes-baremetal-pre-CNI
65536,100.68,latency-2-nodes-baremetal-pre-CNI
131072,137.52,latency-2-nodes-baremetal-pre-CNI
262144,309.79,latency-2-nodes-baremetal-pre-CNI
524288,697.06,latency-2-nodes-baremetal-pre-CNI
1048576,1499.37,latency-2-nodes-baremetal-pre-CNI
2097152,3029.23,latency-2-nodes-baremetal-pre-CNI
4194304,6063.35,latency-2-nodes-baremetal-pre-CNI
2,31.04,latency-2-nodes-baremetal-pre-CNI
4,33.87,latency-2-nodes-baremetal-pre-CNI
8,34.96,latency-2-nodes-baremetal-pre-CNI
16,35.76,latency-2-nodes-baremetal-pre-CNI
32,34.74,latency-2-nodes-baremetal-pre-CNI
64,34.6,latency-2-nodes-baremetal-pre-CNI
128,34.68,latency-2-nodes-baremetal-pre-CNI
256,34.05,latency-2-nodes-baremetal-pre-CNI
512,36.36,latency-2-nodes-baremetal-pre-CNI
1024,35.42,latency-2-nodes-baremetal-pre-CNI
2048,49.94,latency-2-nodes-baremetal-pre-CNI
4096,49.4,latency-2-nodes-baremetal-pre-CNI
8192,55.39,latency-2-nodes-baremetal-pre-CNI
16384,58.9,latency-2-nodes-baremetal-pre-CNI
32768,67.47,latency-2-nodes-baremetal-pre-CNI
65536,96.64,latency-2-nodes-baremetal-pre-CNI
131072,133.05,latency-2-nodes-baremetal-pre-CNI
262144,313.23,latency-2-nodes-baremetal-pre-CNI
524288,717.18,latency-2-nodes-baremetal-pre-CNI
1048576,1476.9,latency-2-nodes-baremetal-pre-CNI
2097152,3094.44,latency-2-nodes-baremetal-pre-CNI
4194304,6062.07,latency-2-nodes-baremetal-pre-CNI
2,30.5,latency-2-nodes-baremetal-pre-CNI
4,33.09,latency-2-nodes-baremetal-pre-CNI
8,35.08,latency-2-nodes-baremetal-pre-CNI
16,34.01,latency-2-nodes-baremetal-pre-CNI
32,34.37,latency-2-nodes-baremetal-pre-CNI
64,35.96,latency-2-nodes-baremetal-pre-CNI
128,34.92,latency-2-nodes-baremetal-pre-CNI
256,34.3,latency-2-nodes-baremetal-pre-CNI
512,35.43,latency-2-nodes-baremetal-pre-CNI
1024,36.45,latency-2-nodes-baremetal-pre-CNI
2048,48.08,latency-2-nodes-baremetal-pre-CNI
4096,50.54,latency-2-nodes-baremetal-pre-CNI
8192,56.62,latency-2-nodes-baremetal-pre-CNI
16384,59.18,latency-2-nodes-baremetal-pre-CNI
32768,71.22,latency-2-nodes-baremetal-pre-CNI
65536,95.25,latency-2-nodes-baremetal-pre-CNI
131072,134.63,latency-2-nodes-baremetal-pre-CNI
262144,300.19,latency-2-nodes-baremetal-pre-CNI
524288,697.56,latency-2-nodes-baremetal-pre-CNI
1048576,1483.98,latency-2-nodes-baremetal-pre-CNI
2097152,3025.51,latency-2-nodes-baremetal-pre-CNI
4194304,6048.2,latency-2-nodes-baremetal-pre-CNI
2,30.9,latency-2-nodes-baremetal-pre-CNI
4,34.27,latency-2-nodes-baremetal-pre-CNI
8,35.23,latency-2-nodes-baremetal-pre-CNI
16,34.79,latency-2-nodes-baremetal-pre-CNI
32,34.22,latency-2-nodes-baremetal-pre-CNI
64,35.31,latency-2-nodes-baremetal-pre-CNI
128,35.22,latency-2-nodes-baremetal-pre-CNI
256,34.9,latency-2-nodes-baremetal-pre-CNI
512,36.37,latency-2-nodes-baremetal-pre-CNI
1024,34.6,latency-2-nodes-baremetal-pre-CNI
2048,48.15,latency-2-nodes-baremetal-pre-CNI
4096,49.92,latency-2-nodes-baremetal-pre-CNI
8192,54.17,latency-2-nodes-baremetal-pre-CNI
16384,61.03,latency-2-nodes-baremetal-pre-CNI
32768,72.92,latency-2-nodes-baremetal-pre-CNI
65536,96.44,latency-2-nodes-baremetal-pre-CNI
131072,135.15,latency-2-nodes-baremetal-pre-CNI
262144,304.77,latency-2-nodes-baremetal-pre-CNI
524288,711.97,latency-2-nodes-baremetal-pre-CNI
1048576,1455.79,latency-2-nodes-baremetal-pre-CNI
2097152,3009.08,latency-2-nodes-baremetal-pre-CNI
4194304,6114.03,latency-2-nodes-baremetal-pre-CNI
2,33.08,latency-2-nodes-baremetal-pre-CNI
4,34.8,latency-2-nodes-baremetal-pre-CNI
8,34.94,latency-2-nodes-baremetal-pre-CNI
16,33.07,latency-2-nodes-baremetal-pre-CNI
32,33.65,latency-2-nodes-baremetal-pre-CNI
64,34.2,latency-2-nodes-baremetal-pre-CNI
128,35.18,latency-2-nodes-baremetal-pre-CNI
256,33.3,latency-2-nodes-baremetal-pre-CNI
512,34.8,latency-2-nodes-baremetal-pre-CNI
1024,36.51,latency-2-nodes-baremetal-pre-CNI
2048,49.13,latency-2-nodes-baremetal-pre-CNI
4096,49.94,latency-2-nodes-baremetal-pre-CNI
8192,55.87,latency-2-nodes-baremetal-pre-CNI
16384,58.01,latency-2-nodes-baremetal-pre-CNI
32768,74.49,latency-2-nodes-baremetal-pre-CNI
65536,97.66,latency-2-nodes-baremetal-pre-CNI
131072,136.02,latency-2-nodes-baremetal-pre-CNI
262144,304.38,latency-2-nodes-baremetal-pre-CNI
524288,701.17,latency-2-nodes-baremetal-pre-CNI
1048576,1479.07,latency-2-nodes-baremetal-pre-CNI
2097152,3010.25,latency-2-nodes-baremetal-pre-CNI
4194304,6083.18,latency-2-nodes-baremetal-pre-CNI
2,30.81,latency-2-nodes-baremetal-pre-CNI
4,33.62,latency-2-nodes-baremetal-pre-CNI
8,35.02,latency-2-nodes-baremetal-pre-CNI
16,34.02,latency-2-nodes-baremetal-pre-CNI
32,33.8,latency-2-nodes-baremetal-pre-CNI
64,35.42,latency-2-nodes-baremetal-pre-CNI
128,34.63,latency-2-nodes-baremetal-pre-CNI
256,34.08,latency-2-nodes-baremetal-pre-CNI
512,36.18,latency-2-nodes-baremetal-pre-CNI
1024,34.84,latency-2-nodes-baremetal-pre-CNI
2048,48.4,latency-2-nodes-baremetal-pre-CNI
4096,50.21,latency-2-nodes-baremetal-pre-CNI
8192,56.07,latency-2-nodes-baremetal-pre-CNI
16384,58.94,latency-2-nodes-baremetal-pre-CNI
32768,68.82,latency-2-nodes-baremetal-pre-CNI
65536,95.52,latency-2-nodes-baremetal-pre-CNI
131072,135.14,latency-2-nodes-baremetal-pre-CNI
262144,308.54,latency-2-nodes-baremetal-pre-CNI
524288,695.29,latency-2-nodes-baremetal-pre-CNI
1048576,1468.43,latency-2-nodes-baremetal-pre-CNI
2097152,3030.83,latency-2-nodes-baremetal-pre-CNI
4194304,6047.8,latency-2-nodes-baremetal-pre-CNI
2,33.42,latency-2-nodes-baremetal-pre-CNI
4,35.01,latency-2-nodes-baremetal-pre-CNI
8,34.75,latency-2-nodes-baremetal-pre-CNI
16,34.79,latency-2-nodes-baremetal-pre-CNI
32,35.32,latency-2-nodes-baremetal-pre-CNI
64,35.07,latency-2-nodes-baremetal-pre-CNI
128,35.52,latency-2-nodes-baremetal-pre-CNI
256,34.0,latency-2-nodes-baremetal-pre-CNI
512,35.52,latency-2-nodes-baremetal-pre-CNI
1024,34.66,latency-2-nodes-baremetal-pre-CNI
2048,47.89,latency-2-nodes-baremetal-pre-CNI
4096,50.32,latency-2-nodes-baremetal-pre-CNI
8192,55.06,latency-2-nodes-baremetal-pre-CNI
16384,61.15,latency-2-nodes-baremetal-pre-CNI
32768,70.2,latency-2-nodes-baremetal-pre-CNI
65536,92.82,latency-2-nodes-baremetal-pre-CNI
131072,133.66,latency-2-nodes-baremetal-pre-CNI
262144,301.03,latency-2-nodes-baremetal-pre-CNI
524288,690.59,latency-2-nodes-baremetal-pre-CNI
1048576,1469.93,latency-2-nodes-baremetal-pre-CNI
2097152,2987.46,latency-2-nodes-baremetal-pre-CNI
4194304,6055.05,latency-2-nodes-baremetal-pre-CNI
2,42.5,latency-2-nodes-calico-kube
4,39.76,latency-2-nodes-calico-kube
8,41.04,latency-2-nodes-calico-kube
16,38.95,latency-2-nodes-calico-kube
32,38.77,latency-2-nodes-calico-kube
64,53.22,latency-2-nodes-calico-kube
128,62.62,latency-2-nodes-calico-kube
256,59.03,latency-2-nodes-calico-kube
512,58.38,latency-2-nodes-calico-kube
1024,57.69,latency-2-nodes-calico-kube
2048,78.95,latency-2-nodes-calico-kube
4096,90.85,latency-2-nodes-calico-kube
8192,123.84,latency-2-nodes-calico-kube
16384,162.26,latency-2-nodes-calico-kube
32768,206.25,latency-2-nodes-calico-kube
65536,519.94,latency-2-nodes-calico-kube
131072,776.14,latency-2-nodes-calico-kube
262144,1264.67,latency-2-nodes-calico-kube
524288,2424.48,latency-2-nodes-calico-kube
1048576,4359.12,latency-2-nodes-calico-kube
2097152,8134.46,latency-2-nodes-calico-kube
4194304,16051.98,latency-2-nodes-calico-kube
2,40.71,latency-2-nodes-calico-kube
4,40.45,latency-2-nodes-calico-kube
8,41.01,latency-2-nodes-calico-kube
16,43.48,latency-2-nodes-calico-kube
32,40.69,latency-2-nodes-calico-kube
64,39.51,latency-2-nodes-calico-kube
128,38.32,latency-2-nodes-calico-kube
256,39.0,latency-2-nodes-calico-kube
512,38.24,latency-2-nodes-calico-kube
1024,38.92,latency-2-nodes-calico-kube
2048,67.86,latency-2-nodes-calico-kube
4096,90.25,latency-2-nodes-calico-kube
8192,114.43,latency-2-nodes-calico-kube
16384,179.58,latency-2-nodes-calico-kube
32768,226.07,latency-2-nodes-calico-kube
65536,495.42,latency-2-nodes-calico-kube
131072,674.42,latency-2-nodes-calico-kube
262144,1196.67,latency-2-nodes-calico-kube
524288,2157.34,latency-2-nodes-calico-kube
1048576,4294.57,latency-2-nodes-calico-kube
2097152,8086.57,latency-2-nodes-calico-kube
4194304,16193.67,latency-2-nodes-calico-kube
2,39.71,latency-2-nodes-calico-kube
4,40.5,latency-2-nodes-calico-kube
8,38.25,latency-2-nodes-calico-kube
16,38.62,latency-2-nodes-calico-kube
32,41.36,latency-2-nodes-calico-kube
64,41.89,latency-2-nodes-calico-kube
128,37.73,latency-2-nodes-calico-kube
256,36.94,latency-2-nodes-calico-kube
512,40.47,latency-2-nodes-calico-kube
1024,39.19,latency-2-nodes-calico-kube
2048,51.28,latency-2-nodes-calico-kube
4096,84.81,latency-2-nodes-calico-kube
8192,114.4,latency-2-nodes-calico-kube
16384,151.6,latency-2-nodes-calico-kube
32768,220.61,latency-2-nodes-calico-kube
65536,500.86,latency-2-nodes-calico-kube
131072,733.6,latency-2-nodes-calico-kube
262144,1279.53,latency-2-nodes-calico-kube
524288,2385.15,latency-2-nodes-calico-kube
1048576,4254.91,latency-2-nodes-calico-kube
2097152,6123.53,latency-2-nodes-calico-kube
4194304,11194.07,latency-2-nodes-calico-kube
2,38.28,latency-2-nodes-calico-kube
4,39.0,latency-2-nodes-calico-kube
8,36.37,latency-2-nodes-calico-kube
16,39.15,latency-2-nodes-calico-kube
32,40.45,latency-2-nodes-calico-kube
64,39.42,latency-2-nodes-calico-kube
128,43.78,latency-2-nodes-calico-kube
256,40.39,latency-2-nodes-calico-kube
512,36.94,latency-2-nodes-calico-kube
1024,41.04,latency-2-nodes-calico-kube
2048,54.88,latency-2-nodes-calico-kube
4096,59.83,latency-2-nodes-calico-kube
8192,74.98,latency-2-nodes-calico-kube
16384,108.45,latency-2-nodes-calico-kube
32768,156.91,latency-2-nodes-calico-kube
65536,334.75,latency-2-nodes-calico-kube
131072,510.38,latency-2-nodes-calico-kube
262144,858.63,latency-2-nodes-calico-kube
524288,2094.9,latency-2-nodes-calico-kube
1048576,4055.82,latency-2-nodes-calico-kube
2097152,8044.53,latency-2-nodes-calico-kube
4194304,15811.43,latency-2-nodes-calico-kube
2,39.38,latency-2-nodes-calico-kube
4,38.55,latency-2-nodes-calico-kube
8,39.34,latency-2-nodes-calico-kube
16,37.4,latency-2-nodes-calico-kube
32,39.21,latency-2-nodes-calico-kube
64,39.64,latency-2-nodes-calico-kube
128,37.61,latency-2-nodes-calico-kube
256,38.77,latency-2-nodes-calico-kube
512,39.01,latency-2-nodes-calico-kube
1024,38.86,latency-2-nodes-calico-kube
2048,59.78,latency-2-nodes-calico-kube
4096,91.31,latency-2-nodes-calico-kube
8192,112.37,latency-2-nodes-calico-kube
16384,148.74,latency-2-nodes-calico-kube
32768,224.16,latency-2-nodes-calico-kube
65536,501.99,latency-2-nodes-calico-kube
131072,734.47,latency-2-nodes-calico-kube
262144,1161.28,latency-2-nodes-calico-kube
524288,2376.85,latency-2-nodes-calico-kube
1048576,4266.58,latency-2-nodes-calico-kube
2097152,8517.96,latency-2-nodes-calico-kube
4194304,16170.11,latency-2-nodes-calico-kube
2,40.92,latency-2-nodes-calico-kube
4,40.46,latency-2-nodes-calico-kube
8,43.07,latency-2-nodes-calico-kube
16,40.39,latency-2-nodes-calico-kube
32,38.98,latency-2-nodes-calico-kube
64,39.56,latency-2-nodes-calico-kube
128,38.92,latency-2-nodes-calico-kube
256,43.08,latency-2-nodes-calico-kube
512,39.65,latency-2-nodes-calico-kube
1024,39.43,latency-2-nodes-calico-kube
2048,62.23,latency-2-nodes-calico-kube
4096,90.14,latency-2-nodes-calico-kube
8192,120.96,latency-2-nodes-calico-kube
16384,150.28,latency-2-nodes-calico-kube
32768,228.58,latency-2-nodes-calico-kube
65536,446.69,latency-2-nodes-calico-kube
131072,717.89,latency-2-nodes-calico-kube
262144,1201.92,latency-2-nodes-calico-kube
524288,2356.22,latency-2-nodes-calico-kube
1048576,4261.62,latency-2-nodes-calico-kube
2097152,8475.66,latency-2-nodes-calico-kube
4194304,16079.95,latency-2-nodes-calico-kube
2,40.2,latency-2-nodes-calico-kube
4,38.41,latency-2-nodes-calico-kube
8,38.48,latency-2-nodes-calico-kube
16,39.66,latency-2-nodes-calico-kube
32,39.87,latency-2-nodes-calico-kube
64,40.68,latency-2-nodes-calico-kube
128,39.33,latency-2-nodes-calico-kube
256,40.04,latency-2-nodes-calico-kube
512,40.1,latency-2-nodes-calico-kube
1024,38.74,latency-2-nodes-calico-kube
2048,73.5,latency-2-nodes-calico-kube
4096,89.08,latency-2-nodes-calico-kube
8192,114.53,latency-2-nodes-calico-kube
16384,143.79,latency-2-nodes-calico-kube
32768,197.82,latency-2-nodes-calico-kube
65536,488.66,latency-2-nodes-calico-kube
131072,754.31,latency-2-nodes-calico-kube
262144,1254.25,latency-2-nodes-calico-kube
524288,2339.2,latency-2-nodes-calico-kube
1048576,4203.3,latency-2-nodes-calico-kube
2097152,8309.09,latency-2-nodes-calico-kube
4194304,15797.13,latency-2-nodes-calico-kube
2,39.48,latency-2-nodes-calico-kube
4,40.72,latency-2-nodes-calico-kube
8,38.69,latency-2-nodes-calico-kube
16,39.16,latency-2-nodes-calico-kube
32,34.52,latency-2-nodes-calico-kube
64,38.07,latency-2-nodes-calico-kube
128,41.07,latency-2-nodes-calico-kube
256,39.43,latency-2-nodes-calico-kube
512,37.33,latency-2-nodes-calico-kube
1024,40.35,latency-2-nodes-calico-kube
2048,55.48,latency-2-nodes-calico-kube
4096,87.85,latency-2-nodes-calico-kube
8192,78.08,latency-2-nodes-calico-kube
16384,124.08,latency-2-nodes-calico-kube
32768,169.49,latency-2-nodes-calico-kube
65536,359.55,latency-2-nodes-calico-kube
131072,528.66,latency-2-nodes-calico-kube
262144,889.09,latency-2-nodes-calico-kube
524288,1777.75,latency-2-nodes-calico-kube
1048576,2868.81,latency-2-nodes-calico-kube
2097152,5984.55,latency-2-nodes-calico-kube
4194304,11349.37,latency-2-nodes-calico-kube
2,40.99,latency-2-nodes-calico-kube
4,38.67,latency-2-nodes-calico-kube
8,38.35,latency-2-nodes-calico-kube
16,39.58,latency-2-nodes-calico-kube
32,40.72,latency-2-nodes-calico-kube
64,40.47,latency-2-nodes-calico-kube
128,40.4,latency-2-nodes-calico-kube
256,39.11,latency-2-nodes-calico-kube
512,40.24,latency-2-nodes-calico-kube
1024,39.11,latency-2-nodes-calico-kube
2048,54.32,latency-2-nodes-calico-kube
4096,60.36,latency-2-nodes-calico-kube
8192,76.01,latency-2-nodes-calico-kube
16384,107.17,latency-2-nodes-calico-kube
32768,150.93,latency-2-nodes-calico-kube
65536,333.59,latency-2-nodes-calico-kube
131072,530.29,latency-2-nodes-calico-kube
262144,839.53,latency-2-nodes-calico-kube
524288,1590.78,latency-2-nodes-calico-kube
1048576,2942.24,latency-2-nodes-calico-kube
2097152,5556.28,latency-2-nodes-calico-kube
4194304,11062.05,latency-2-nodes-calico-kube
2,40.73,latency-2-nodes-calico-kube
4,39.65,latency-2-nodes-calico-kube
8,40.05,latency-2-nodes-calico-kube
16,39.7,latency-2-nodes-calico-kube
32,39.58,latency-2-nodes-calico-kube
64,40.18,latency-2-nodes-calico-kube
128,38.41,latency-2-nodes-calico-kube
256,41.44,latency-2-nodes-calico-kube
512,40.34,latency-2-nodes-calico-kube
1024,42.29,latency-2-nodes-calico-kube
2048,53.54,latency-2-nodes-calico-kube
4096,62.15,latency-2-nodes-calico-kube
8192,77.42,latency-2-nodes-calico-kube
16384,110.62,latency-2-nodes-calico-kube
32768,164.96,latency-2-nodes-calico-kube
65536,318.27,latency-2-nodes-calico-kube
131072,495.42,latency-2-nodes-calico-kube
262144,902.77,latency-2-nodes-calico-kube
524288,1520.08,latency-2-nodes-calico-kube
1048576,2840.06,latency-2-nodes-calico-kube
2097152,5411.92,latency-2-nodes-calico-kube
4194304,11509.18,latency-2-nodes-calico-kube
2,40.49,latency-2-nodes-calico-kube
4,38.59,latency-2-nodes-calico-kube
8,39.47,latency-2-nodes-calico-kube
16,38.22,latency-2-nodes-calico-kube
32,37.2,latency-2-nodes-calico-kube
64,41.18,latency-2-nodes-calico-kube
128,40.45,latency-2-nodes-calico-kube
256,41.52,latency-2-nodes-calico-kube
512,38.82,latency-2-nodes-calico-kube
1024,40.13,latency-2-nodes-calico-kube
2048,50.83,latency-2-nodes-calico-kube
4096,61.81,latency-2-nodes-calico-kube
8192,73.56,latency-2-nodes-calico-kube
16384,116.98,latency-2-nodes-calico-kube
32768,167.9,latency-2-nodes-calico-kube
65536,329.44,latency-2-nodes-calico-kube
131072,476.74,latency-2-nodes-calico-kube
262144,865.35,latency-2-nodes-calico-kube
524288,1487.99,latency-2-nodes-calico-kube
1048576,2880.55,latency-2-nodes-calico-kube
2097152,5649.49,latency-2-nodes-calico-kube
4194304,11637.18,latency-2-nodes-calico-kube
2,39.28,latency-2-nodes-calico-kube
4,41.01,latency-2-nodes-calico-kube
8,42.53,latency-2-nodes-calico-kube
16,38.64,latency-2-nodes-calico-kube
32,38.04,latency-2-nodes-calico-kube
64,39.21,latency-2-nodes-calico-kube
128,38.92,latency-2-nodes-calico-kube
256,39.11,latency-2-nodes-calico-kube
512,41.47,latency-2-nodes-calico-kube
1024,37.4,latency-2-nodes-calico-kube
2048,52.39,latency-2-nodes-calico-kube
4096,59.76,latency-2-nodes-calico-kube
8192,75.0,latency-2-nodes-calico-kube
16384,107.18,latency-2-nodes-calico-kube
32768,153.08,latency-2-nodes-calico-kube
65536,354.4,latency-2-nodes-calico-kube
131072,480.06,latency-2-nodes-calico-kube
262144,859.73,latency-2-nodes-calico-kube
524288,1537.35,latency-2-nodes-calico-kube
1048576,2994.78,latency-2-nodes-calico-kube
2097152,5624.56,latency-2-nodes-calico-kube
4194304,11383.22,latency-2-nodes-calico-kube
2,42.42,latency-2-nodes-calico-kube
4,39.56,latency-2-nodes-calico-kube
8,39.84,latency-2-nodes-calico-kube
16,39.69,latency-2-nodes-calico-kube
32,39.49,latency-2-nodes-calico-kube
64,41.35,latency-2-nodes-calico-kube
128,40.73,latency-2-nodes-calico-kube
256,41.12,latency-2-nodes-calico-kube
512,41.65,latency-2-nodes-calico-kube
1024,43.19,latency-2-nodes-calico-kube
2048,52.95,latency-2-nodes-calico-kube
4096,66.96,latency-2-nodes-calico-kube
8192,76.61,latency-2-nodes-calico-kube
16384,107.65,latency-2-nodes-calico-kube
32768,160.77,latency-2-nodes-calico-kube
65536,340.92,latency-2-nodes-calico-kube
131072,500.82,latency-2-nodes-calico-kube
262144,827.78,latency-2-nodes-calico-kube
524288,1583.59,latency-2-nodes-calico-kube
1048576,3039.77,latency-2-nodes-calico-kube
2097152,5593.94,latency-2-nodes-calico-kube
4194304,11298.07,latency-2-nodes-calico-kube
2,39.48,latency-2-nodes-calico-kube
4,40.1,latency-2-nodes-calico-kube
8,42.96,latency-2-nodes-calico-kube
16,39.44,latency-2-nodes-calico-kube
32,38.99,latency-2-nodes-calico-kube
64,39.93,latency-2-nodes-calico-kube
128,40.15,latency-2-nodes-calico-kube
256,41.01,latency-2-nodes-calico-kube
512,41.9,latency-2-nodes-calico-kube
1024,41.12,latency-2-nodes-calico-kube
2048,52.69,latency-2-nodes-calico-kube
4096,59.75,latency-2-nodes-calico-kube
8192,79.36,latency-2-nodes-calico-kube
16384,107.07,latency-2-nodes-calico-kube
32768,159.31,latency-2-nodes-calico-kube
65536,341.08,latency-2-nodes-calico-kube
131072,487.39,latency-2-nodes-calico-kube
262144,876.43,latency-2-nodes-calico-kube
524288,1545.96,latency-2-nodes-calico-kube
1048576,2920.68,latency-2-nodes-calico-kube
2097152,5566.89,latency-2-nodes-calico-kube
4194304,11203.55,latency-2-nodes-calico-kube
2,39.57,latency-2-nodes-calico-kube
4,41.93,latency-2-nodes-calico-kube
8,41.15,latency-2-nodes-calico-kube
16,39.87,latency-2-nodes-calico-kube
32,40.09,latency-2-nodes-calico-kube
64,42.83,latency-2-nodes-calico-kube
128,39.88,latency-2-nodes-calico-kube
256,39.37,latency-2-nodes-calico-kube
512,37.78,latency-2-nodes-calico-kube
1024,42.05,latency-2-nodes-calico-kube
2048,52.01,latency-2-nodes-calico-kube
4096,59.92,latency-2-nodes-calico-kube
8192,76.97,latency-2-nodes-calico-kube
16384,105.88,latency-2-nodes-calico-kube
32768,163.29,latency-2-nodes-calico-kube
65536,330.32,latency-2-nodes-calico-kube
131072,526.98,latency-2-nodes-calico-kube
262144,866.54,latency-2-nodes-calico-kube
524288,1565.77,latency-2-nodes-calico-kube
1048576,2893.84,latency-2-nodes-calico-kube
2097152,5641.24,latency-2-nodes-calico-kube
4194304,11987.54,latency-2-nodes-calico-kube
2,42.37,latency-2-nodes-calico-kube
4,41.44,latency-2-nodes-calico-kube
8,40.32,latency-2-nodes-calico-kube
16,39.04,latency-2-nodes-calico-kube
32,38.54,latency-2-nodes-calico-kube
64,40.67,latency-2-nodes-calico-kube
128,40.96,latency-2-nodes-calico-kube
256,40.99,latency-2-nodes-calico-kube
512,41.25,latency-2-nodes-calico-kube
1024,40.81,latency-2-nodes-calico-kube
2048,54.27,latency-2-nodes-calico-kube
4096,62.91,latency-2-nodes-calico-kube
8192,78.0,latency-2-nodes-calico-kube
16384,110.28,latency-2-nodes-calico-kube
